Year,Country,R&D Spending (millions euros),Notes
2019,U.K.,"5,437","Hungary, Portugal: 2018 data; Bulgaria, France, Greece: 2017 data; Slovenia: 2016 data; Norway, Sweden: 2015 data; Cyprus,
Ireland: 2013 data; Croatia, Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Germany, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania,
Slovenia, Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2020,Austria,283,"Austria, Slovenia: 2019; Bulgaria, France: 2017 data; Norway, Sweden: 2015 data; Cyprus, Ireland: 2013 data; Croatia,
Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania, Slovenia,
Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2020,Belgium,"4,964","Austria, Slovenia: 2019; Bulgaria, France: 2017 data; Norway, Sweden: 2015 data; Cyprus, Ireland: 2013 data; Croatia,
Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania, Slovenia,
Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2020,Bulgaria,91,"Austria, Slovenia: 2019; Bulgaria, France: 2017 data; Norway, Sweden: 2015 data; Cyprus, Ireland: 2013 data; Croatia,
Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania, Slovenia,
Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2020,Croatia,40,"Austria, Slovenia: 2019; Bulgaria, France: 2017 data; Norway, Sweden: 2015 data; Cyprus, Ireland: 2013 data; Croatia,
Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania, Slovenia,
Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2020,Cyprus,85,"Austria, Slovenia: 2019; Bulgaria, France: 2017 data; Norway, Sweden: 2015 data; Cyprus, Ireland: 2013 data; Croatia,
Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania, Slovenia,
Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2020,Czech Republic,72,"Austria, Slovenia: 2019; Bulgaria, France: 2017 data; Norway, Sweden: 2015 data; Cyprus, Ireland: 2013 data; Croatia,
Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania, Slovenia,
Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2020,Denmark,"1,486","Austria, Slovenia: 2019; Bulgaria, France: 2017 data; Norway, Sweden: 2015 data; Cyprus, Ireland: 2013 data; Croatia,
Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania, Slovenia,
Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2020,Estonia,n.a,"Austria, Slovenia: 2019; Bulgaria, France: 2017 data; Norway, Sweden: 2015 data; Cyprus, Ireland: 2013 data; Croatia,
Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania, Slovenia,
Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2020,Finland,258,"Austria, Slovenia: 2019; Bulgaria, France: 2017 data; Norway, Sweden: 2015 data; Cyprus, Ireland: 2013 data; Croatia,
Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania, Slovenia,
Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2020,France,"4,451","Austria, Slovenia: 2019; Bulgaria, France: 2017 data; Norway, Sweden: 2015 data; Cyprus, Ireland: 2013 data; Croatia,
Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania, Slovenia,
Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2020,Germany,"7,813","Austria, Slovenia: 2019; Bulgaria, France: 2017 data; Norway, Sweden: 2015 data; Cyprus, Ireland: 2013 data; Croatia,
Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania, Slovenia,
Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2020,Greece,102,"Austria, Slovenia: 2019; Bulgaria, France: 2017 data; Norway, Sweden: 2015 data; Cyprus, Ireland: 2013 data; Croatia,
Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania, Slovenia,
Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2020,Hungary,298,"Austria, Slovenia: 2019; Bulgaria, France: 2017 data; Norway, Sweden: 2015 data; Cyprus, Ireland: 2013 data; Croatia,
Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania, Slovenia,
Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2020,Iceland,n.a,"Austria, Slovenia: 2019; Bulgaria, France: 2017 data; Norway, Sweden: 2015 data; Cyprus, Ireland: 2013 data; Croatia,
Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania, Slovenia,
Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2020,Ireland,305,"Austria, Slovenia: 2019; Bulgaria, France: 2017 data; Norway, Sweden: 2015 data; Cyprus, Ireland: 2013 data; Croatia,
Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania, Slovenia,
Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2020,Italy,"1,620","Austria, Slovenia: 2019; Bulgaria, France: 2017 data; Norway, Sweden: 2015 data; Cyprus, Ireland: 2013 data; Croatia,
Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania, Slovenia,
Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2020,Latvia,n.a,"Austria, Slovenia: 2019; Bulgaria, France: 2017 data; Norway, Sweden: 2015 data; Cyprus, Ireland: 2013 data; Croatia,
Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania, Slovenia,
Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2020,Lithuania,n.a,"Austria, Slovenia: 2019; Bulgaria, France: 2017 data; Norway, Sweden: 2015 data; Cyprus, Ireland: 2013 data; Croatia,
Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania, Slovenia,
Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2020,Malta,n.a,"Austria, Slovenia: 2019; Bulgaria, France: 2017 data; Norway, Sweden: 2015 data; Cyprus, Ireland: 2013 data; Croatia,
Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania, Slovenia,
Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2020,Netherlands,642,"Austria, Slovenia: 2019; Bulgaria, France: 2017 data; Norway, Sweden: 2015 data; Cyprus, Ireland: 2013 data; Croatia,
Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania, Slovenia,
Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2020,Norway,126,"Austria, Slovenia: 2019; Bulgaria, France: 2017 data; Norway, Sweden: 2015 data; Cyprus, Ireland: 2013 data; Croatia,
Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania, Slovenia,
Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2020,Poland,431,"Austria, Slovenia: 2019; Bulgaria, France: 2017 data; Norway, Sweden: 2015 data; Cyprus, Ireland: 2013 data; Croatia,
Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania, Slovenia,
Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2020,Portugal,90,"Austria, Slovenia: 2019; Bulgaria, France: 2017 data; Norway, Sweden: 2015 data; Cyprus, Ireland: 2013 data; Croatia,
Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania, Slovenia,
Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2020,Romania,69,"Austria, Slovenia: 2019; Bulgaria, France: 2017 data; Norway, Sweden: 2015 data; Cyprus, Ireland: 2013 data; Croatia,
Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania, Slovenia,
Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2020,Russia,706,"Austria, Slovenia: 2019; Bulgaria, France: 2017 data; Norway, Sweden: 2015 data; Cyprus, Ireland: 2013 data; Croatia,
Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania, Slovenia,
Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2020,Slovakia,35,"Austria, Slovenia: 2019; Bulgaria, France: 2017 data; Norway, Sweden: 2015 data; Cyprus, Ireland: 2013 data; Croatia,
Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania, Slovenia,
Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2020,Slovenia,334,"Austria, Slovenia: 2019; Bulgaria, France: 2017 data; Norway, Sweden: 2015 data; Cyprus, Ireland: 2013 data; Croatia,
Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania, Slovenia,
Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2020,Spain,"1,161","Austria, Slovenia: 2019; Bulgaria, France: 2017 data; Norway, Sweden: 2015 data; Cyprus, Ireland: 2013 data; Croatia,
Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania, Slovenia,
Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2020,Sweden,"1,104","Austria, Slovenia: 2019; Bulgaria, France: 2017 data; Norway, Sweden: 2015 data; Cyprus, Ireland: 2013 data; Croatia,
Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania, Slovenia,
Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2020,Switzerland,"7,380","Austria, Slovenia: 2019; Bulgaria, France: 2017 data; Norway, Sweden: 2015 data; Cyprus, Ireland: 2013 data; Croatia,
Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania, Slovenia,
Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2020,Turkey,71,"Austria, Slovenia: 2019; Bulgaria, France: 2017 data; Norway, Sweden: 2015 data; Cyprus, Ireland: 2013 data; Croatia,
Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania, Slovenia,
Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2020,U.K.,"5,639","Austria, Slovenia: 2019; Bulgaria, France: 2017 data; Norway, Sweden: 2015 data; Cyprus, Ireland: 2013 data; Croatia,
Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania, Slovenia,
Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2021,Austria,283,"Hungary, Poland, Russia, Slovakia, Slovenia, Turkey: 2020 data; France: 2017 data; Norway, Sweden: 2015 data; Cyprus, Ireland:
2013 data; Croatia, Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania, Slovenia,
Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2021,Belgium,"5,196","Hungary, Poland, Russia, Slovakia, Slovenia, Turkey: 2020 data; France: 2017 data; Norway, Sweden: 2015 data; Cyprus, Ireland:
2013 data; Croatia, Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania, Slovenia,
Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2021,Bulgaria,95,"Hungary, Poland, Russia, Slovakia, Slovenia, Turkey: 2020 data; France: 2017 data; Norway, Sweden: 2015 data; Cyprus, Ireland:
2013 data; Croatia, Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania, Slovenia,
Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2021,Croatia,40,"Hungary, Poland, Russia, Slovakia, Slovenia, Turkey: 2020 data; France: 2017 data; Norway, Sweden: 2015 data; Cyprus, Ireland:
2013 data; Croatia, Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania, Slovenia,
Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2021,Cyprus,85,"Hungary, Poland, Russia, Slovakia, Slovenia, Turkey: 2020 data; France: 2017 data; Norway, Sweden: 2015 data; Cyprus, Ireland:
2013 data; Croatia, Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania, Slovenia,
Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2021,Czech Republic,75,"Hungary, Poland, Russia, Slovakia, Slovenia, Turkey: 2020 data; France: 2017 data; Norway, Sweden: 2015 data; Cyprus, Ireland:
2013 data; Croatia, Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania, Slovenia,
Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2021,Denmark,1114,"Hungary, Poland, Russia, Slovakia, Slovenia, Turkey: 2020 data; France: 2017 data; Norway, Sweden: 2015 data; Cyprus, Ireland:
2013 data; Croatia, Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania, Slovenia,
Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2021,Estonia,n.a,"Hungary, Poland, Russia, Slovakia, Slovenia, Turkey: 2020 data; France: 2017 data; Norway, Sweden: 2015 data; Cyprus, Ireland:
2013 data; Croatia, Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania, Slovenia,
Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2021,Finland,234,"Hungary, Poland, Russia, Slovakia, Slovenia, Turkey: 2020 data; France: 2017 data; Norway, Sweden: 2015 data; Cyprus, Ireland:
2013 data; Croatia, Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania, Slovenia,
Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2021,France,"4,451","Hungary, Poland, Russia, Slovakia, Slovenia, Turkey: 2020 data; France: 2017 data; Norway, Sweden: 2015 data; Cyprus, Ireland:
2013 data; Croatia, Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania, Slovenia,
Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2021,Germany,"8,540","Hungary, Poland, Russia, Slovakia, Slovenia, Turkey: 2020 data; France: 2017 data; Norway, Sweden: 2015 data; Cyprus, Ireland:
2013 data; Croatia, Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania, Slovenia,
Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2021,Greece,95,"Hungary, Poland, Russia, Slovakia, Slovenia, Turkey: 2020 data; France: 2017 data; Norway, Sweden: 2015 data; Cyprus, Ireland:
2013 data; Croatia, Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania, Slovenia,
Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2021,Hungary,298,"Hungary, Poland, Russia, Slovakia, Slovenia, Turkey: 2020 data; France: 2017 data; Norway, Sweden: 2015 data; Cyprus, Ireland:
2013 data; Croatia, Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania, Slovenia,
Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2021,Iceland,n.a,"Hungary, Poland, Russia, Slovakia, Slovenia, Turkey: 2020 data; France: 2017 data; Norway, Sweden: 2015 data; Cyprus, Ireland:
2013 data; Croatia, Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania, Slovenia,
Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2021,Ireland,305,"Hungary, Poland, Russia, Slovakia, Slovenia, Turkey: 2020 data; France: 2017 data; Norway, Sweden: 2015 data; Cyprus, Ireland:
2013 data; Croatia, Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania, Slovenia,
Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2021,Italy,"1,680","Hungary, Poland, Russia, Slovakia, Slovenia, Turkey: 2020 data; France: 2017 data; Norway, Sweden: 2015 data; Cyprus, Ireland:
2013 data; Croatia, Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania, Slovenia,
Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2021,Latvia,n.a,"Hungary, Poland, Russia, Slovakia, Slovenia, Turkey: 2020 data; France: 2017 data; Norway, Sweden: 2015 data; Cyprus, Ireland:
2013 data; Croatia, Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania, Slovenia,
Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2021,Lithuania,n.a,"Hungary, Poland, Russia, Slovakia, Slovenia, Turkey: 2020 data; France: 2017 data; Norway, Sweden: 2015 data; Cyprus, Ireland:
2013 data; Croatia, Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania, Slovenia,
Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2021,Malta,n.a,"Hungary, Poland, Russia, Slovakia, Slovenia, Turkey: 2020 data; France: 2017 data; Norway, Sweden: 2015 data; Cyprus, Ireland:
2013 data; Croatia, Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania, Slovenia,
Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2021,Netherlands,900,"Hungary, Poland, Russia, Slovakia, Slovenia, Turkey: 2020 data; France: 2017 data; Norway, Sweden: 2015 data; Cyprus, Ireland:
2013 data; Croatia, Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania, Slovenia,
Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2021,Norway,126,"Hungary, Poland, Russia, Slovakia, Slovenia, Turkey: 2020 data; France: 2017 data; Norway, Sweden: 2015 data; Cyprus, Ireland:
2013 data; Croatia, Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania, Slovenia,
Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2021,Poland,321,"Hungary, Poland, Russia, Slovakia, Slovenia, Turkey: 2020 data; France: 2017 data; Norway, Sweden: 2015 data; Cyprus, Ireland:
2013 data; Croatia, Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania, Slovenia,
Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2021,Portugal,121,"Hungary, Poland, Russia, Slovakia, Slovenia, Turkey: 2020 data; France: 2017 data; Norway, Sweden: 2015 data; Cyprus, Ireland:
2013 data; Croatia, Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania, Slovenia,
Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2021,Romania,72,"Hungary, Poland, Russia, Slovakia, Slovenia, Turkey: 2020 data; France: 2017 data; Norway, Sweden: 2015 data; Cyprus, Ireland:
2013 data; Croatia, Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania, Slovenia,
Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2021,Russia,706,"Hungary, Poland, Russia, Slovakia, Slovenia, Turkey: 2020 data; France: 2017 data; Norway, Sweden: 2015 data; Cyprus, Ireland:
2013 data; Croatia, Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania, Slovenia,
Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2021,Slovakia,35,"Hungary, Poland, Russia, Slovakia, Slovenia, Turkey: 2020 data; France: 2017 data; Norway, Sweden: 2015 data; Cyprus, Ireland:
2013 data; Croatia, Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania, Slovenia,
Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2021,Slovenia,230,"Hungary, Poland, Russia, Slovakia, Slovenia, Turkey: 2020 data; France: 2017 data; Norway, Sweden: 2015 data; Cyprus, Ireland:
2013 data; Croatia, Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania, Slovenia,
Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2021,Spain,"1,267","Hungary, Poland, Russia, Slovakia, Slovenia, Turkey: 2020 data; France: 2017 data; Norway, Sweden: 2015 data; Cyprus, Ireland:
2013 data; Croatia, Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania, Slovenia,
Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2021,Sweden,"1,104","Hungary, Poland, Russia, Slovakia, Slovenia, Turkey: 2020 data; France: 2017 data; Norway, Sweden: 2015 data; Cyprus, Ireland:
2013 data; Croatia, Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania, Slovenia,
Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2021,Switzerland,"8,232","Hungary, Poland, Russia, Slovakia, Slovenia, Turkey: 2020 data; France: 2017 data; Norway, Sweden: 2015 data; Cyprus, Ireland:
2013 data; Croatia, Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania, Slovenia,
Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2021,Turkey,71,"Hungary, Poland, Russia, Slovakia, Slovenia, Turkey: 2020 data; France: 2017 data; Norway, Sweden: 2015 data; Cyprus, Ireland:
2013 data; Croatia, Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania, Slovenia,
Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2021,U.K.,"6,857","Hungary, Poland, Russia, Slovakia, Slovenia, Turkey: 2020 data; France: 2017 data; Norway, Sweden: 2015 data; Cyprus, Ireland:
2013 data; Croatia, Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania, Slovenia,
Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
